item_no,item_id,type,expset,condition_no,social_context,target_context,register_match,grammatical,context,critical,condition,picture1,picture2,picture3,picture4,sentence,context_norm
79,51,filler,SocStat,2,high,high,match,no,Der*Chef*lehnte*sich*mit*der*Vermutung*aus*dem*Fenster,Ich*nehme*an*dass*der*Umsatz*trotz*die*miese*Wirtschaftslage*schnell*steigt.,b,Gemaecher-1.jpg,Kammern-2.jpg,Poette-1.jpg,Tassen-2.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Der*Chef*lehnte*sich*mit*der*Vermutung*aus*dem*Fenster
26,26,critical,WP1,4,high,low,mismatch,yes,Unerh&ouml;rt*wohlhabend*&auml;u&szlig;ert*Heike:,Ich*verkaufe*bald*meine*Bude*bei*der*Versteigerung.,d,Champagner-1.jpg,Antrag-1.jpg,Wisch-1.jpg,Schampus-1.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Unerh&ouml;rt*wohlhabend*&auml;u&szlig;ert*Heike:
105,25,filler,WP2,7,high,high,match,yes,Der*Publizist*korrespondierte*&uuml;ber*das*Essay:,Der*Kunstreiter*inspizierte*den*Ringk&auml;mpfer.,g,Filler16_WP2_unrelated_2.jpg,Filler16_WP2_unrelated_1.jpg,Filler16_WP2_related_2.jpg,Filler16_WP2_related_1.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Der*Publizist*korrespondierte*&uuml;ber*das*Essay:
53,13,filler,SocStat,1,high,high,match,yes,Trotz*Technologiesierung*arbeiten*viele*aus*meiner*Familie*in*Fabriken,Ich*sch&auml;tze*dass*die*Lieferung*wegen*der*heftigen*St&uuml;rme*versp&auml;tet*ist.,a,Filler3_WP2_related_2.jpg,Filler3_WP2_unrelated_2.jpg,Filler3_WP2_related_1.jpg,Filler3_WP2_unrelated_1.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Trotz*Technologiesierung*arbeiten*viele*aus*meiner*Familie*in*Fabriken
108,28,filler,WP2,8,high,high,match,no,Die*Alten*verklickerten*dem*Knirps:,Der*Bruder*beschwindelte*den*Vetter.*,h,Gemaecher-1.jpg,Kammern-2.jpg,Poette-1.jpg,Tassen-2.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Die*Alten*verklickerten*dem*Knirps:
38,38,critical,WP1,6,high,low,mismatch,no,Achtsam*wohlmeinend*verbalisiert*Norbert:,Ich*versch&uuml;tte*gleich*meine*Griffel*auf*das*Tafeltuch.,f,Champagner-1.jpg,Antrag-1.jpg,Wisch-1.jpg,Schampus-1.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Achtsam*wohlmeinend*verbalisiert*Norbert:
33,33,critical,WP1,5,high,high,match,no,Unermesslich*wohlerzogen*frohlockt*Elisabeth:,Ich*lese*sp&auml;ter*meine*Schorle*in*der*Bibliothek.,e,Filler16_WP2_unrelated_2.jpg,Filler16_WP2_unrelated_1.jpg,Filler16_WP2_related_2.jpg,Filler16_WP2_related_1.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Unermesslich*wohlerzogen*frohlockt*Elisabeth:
22,22,critical,WP1,3,high,high,match,yes,Fachkundig*instruiert*signalisiert*Florian:,Ich*entwurme*jetzt*meinen*Hund*bei*dem*Veterin&auml;r.,c,Filler3_WP2_related_2.jpg,Filler3_WP2_unrelated_2.jpg,Filler3_WP2_related_1.jpg,Filler3_WP2_unrelated_1.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Fachkundig*instruiert*signalisiert*Florian:
110,30,filler,WP2,8,high,high,match,no,Der*Bulle*pinselte*eine*Notiz:,Der*Verbrecher*monierte*den*Kontaktmann.,h,Gemaecher-1.jpg,Kammern-2.jpg,Poette-1.jpg,Tassen-2.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Der*Bulle*pinselte*eine*Notiz:
119,39,filler,WP2,10,high,low,mismatch,no,Die*Touris*gaben*den*Wink:,Der*Fremdenf&uuml;hrer*bel&uuml;gen*den*Gro&szlig;wildj&auml;ger.,j,Champagner-1.jpg,Antrag-1.jpg,Wisch-1.jpg,Schampus-1.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Die*Touris*gaben*den*Wink:
106,26,filler,WP2,8,high,high,match,no,Der*Hotelier*verk&uuml;ndigte*der*vornehmen*Gesellschaft:,Der*Rocks&auml;nger*beredete*den*Schlagzeuger.*,h,Filler16_WP2_unrelated_2.jpg,Filler16_WP2_unrelated_1.jpg,Filler16_WP2_related_2.jpg,Filler16_WP2_related_1.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Der*Hotelier*verk&uuml;ndigte*der*vornehmen*Gesellschaft:
24,24,critical,WP1,3,high,high,match,yes,Beflissen*arbeitend*k&uuml;ndet*Lars:,Ich*bef&uuml;lle*gleich*meine*Flasche*aus*dem*Krug.,c,Filler3_WP2_related_2.jpg,Filler3_WP2_unrelated_2.jpg,Filler3_WP2_related_1.jpg,Filler3_WP2_unrelated_1.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Beflissen*arbeitend*k&uuml;ndet*Lars:
60,21,filler,SocStat,1,high,high,match,yes,Als*Lektor*steht*Hans*stets*vor*neuen*Herausforderungen,Ich*hoffe*dass*die*Reaktion*wegen*der*falschen*Nachricht*angemessen*ist.,a,Gemaecher-1.jpg,Kammern-2.jpg,Poette-1.jpg,Tassen-2.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Als*Lektor*steht*Hans*stets*vor*neuen*Herausforderungen
116,36,filler,WP2,10,high,low,mismatch,no,Die*Geheimdienste*offenbarten*in*der*Schriftrolle:,Der*Edelmann*betrog*den*Hofmaler.*,j,Champagner-1.jpg,Antrag-1.jpg,Wisch-1.jpg,Schampus-1.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Die*Geheimdienste*offenbarten*in*der*Schriftrolle:
51,11,filler,SocStat,1,high,high,match,yes,Elsa*verdient*als*Pilotin*sehr*viel*Geld,Ich*bin*&uuml;berzeugt*dass*die*Freundschaft*wegen*der*gro&szlig;en*Entfernung*leiden*muss.,a,Filler16_WP2_unrelated_2.jpg,Filler16_WP2_unrelated_1.jpg,Filler16_WP2_related_2.jpg,Filler16_WP2_related_1.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Elsa*verdient*als*Pilotin*sehr*viel*Geld
31,31,critical,WP1,5,high,high,match,no,Grandios*geschult*prophezeit*Klaus:,Ich*feuer(e)*bald*meine*Arznei*auf*der*Allee.,e,Filler3_WP2_related_2.jpg,Filler3_WP2_unrelated_2.jpg,Filler3_WP2_related_1.jpg,Filler3_WP2_unrelated_1.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Grandios*geschult*prophezeit*Klaus:
102,22,filler,WP2,7,high,high,match,yes,Der*Adlige*schilderte*eine*befremdliche*Begebenheit:,Der*Gastwirt*schmieren*den*Winzer.*,g,Gemaecher-1.jpg,Kammern-2.jpg,Poette-1.jpg,Tassen-2.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Der*Adlige*schilderte*eine*befremdliche*Begebenheit:
30,30,critical,WP1,4,high,low,mismatch,yes,Exzessiv*arrogant*intoniert*Annika:,Ich*streiche*bald*meine*Kneipe*auf*der*Fassade.,d,Champagner-1.jpg,Antrag-1.jpg,Wisch-1.jpg,Schampus-1.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Exzessiv*arrogant*intoniert*Annika:
101,21,filler,WP2,7,high,high,match,yes,Der*Gaffer*stresste*das*Gesocks:,Der*Marktschreier*reizte*den*Obsth&auml;ndler.*,g,Filler16_WP2_unrelated_2.jpg,Filler16_WP2_unrelated_1.jpg,Filler16_WP2_related_2.jpg,Filler16_WP2_related_1.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Der*Gaffer*stresste*das*Gesocks:
117,37,filler,WP2,10,high,low,mismatch,no,Die*Sekret&auml;rin*klatschte*&uuml;ber*den*Gossip:,Der*Dekan*verteufeln*den*Kanzler.*,j,Filler3_WP2_related_2.jpg,Filler3_WP2_unrelated_2.jpg,Filler3_WP2_related_1.jpg,Filler3_WP2_unrelated_1.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Die*Sekret&auml;rin*klatschte*&uuml;ber*den*Gossip:
56,16,filler,SocStat,1,high,high,match,yes,Ricardo*wird*Regelm&auml;&szlig;ig*als*DJ*angeheuert,Ich*merke*dass*die*&uuml;berraschung*wegen*der*tiefen*Freude*gelungen*ist.,a,Gemaecher-1.jpg,Kammern-2.jpg,Poette-1.jpg,Tassen-2.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Ricardo*wird*Regelm&auml;&szlig;ig*als*DJ*angeheuert
21,21,critical,WP1,3,high,high,match,yes,Fachkundig*instruiert*signalisiert*Florian:,Ich*st&auml;hle*jetzt*meinen*Bauch*in*dem*Fitnessstudio.,c,Champagner-1.jpg,Antrag-1.jpg,Wisch-1.jpg,Schampus-1.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Fachkundig*instruiert*signalisiert*Florian:
28,28,critical,WP1,4,high,low,mismatch,yes,Meisterlich*begabt*stimuliert*Susanna:,Ich*besaite*sp&auml;ter*meine*Fiedel*in*einem*Musikgesch&auml;ft.,d,Filler16_WP2_unrelated_2.jpg,Filler16_WP2_unrelated_1.jpg,Filler16_WP2_related_2.jpg,Filler16_WP2_related_1.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Meisterlich*begabt*stimuliert*Susanna:
68,35,filler,SocStat,2,high,high,match,no,Das*Weinfest*ist*bei*vielen*Hessen*H&ouml;hepunkt*des*Jahres,Ich*wei&szlig;*dass*der*Raum*trotz*die*massive*Hitze*voll*ist.,b,Filler3_WP2_related_2.jpg,Filler3_WP2_unrelated_2.jpg,Filler3_WP2_related_1.jpg,Filler3_WP2_unrelated_1.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Das*Weinfest*ist*bei*vielen*Hessen*H&ouml;hepunkt*des*Jahres
54,14,filler,SocStat,1,high,high,match,yes,Herr*Meyers*T&auml;tigkeit*als*Disponent*verlangt*analytische*F&auml;higkeiten,Ich*vermute*dass*die*Bahn*wegen*des*heiklen*Spiels*&uuml;berf&uuml;llt*ist.,a,Gemaecher-1.jpg,Kammern-2.jpg,Poette-1.jpg,Tassen-2.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Herr*Meyers*T&auml;tigkeit*als*Disponent*verlangt*analytische*F&auml;higkeiten
29,29,critical,WP1,4,high,low,mismatch,yes,Exzessiv*arrogant*intoniert*Annika:,Ich*rauche*bald*meine*Kippe*mit*einem*Freund.,d,Champagner-1.jpg,Antrag-1.jpg,Wisch-1.jpg,Schampus-1.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Exzessiv*arrogant*intoniert*Annika:
64,30,filler,SocStat,2,high,high,match,no,Jeder*Einwohner*bemerkt*die*Ver&auml;nderungen*in*Berlin,Ich*bin*sicher*dass*der*Umbau*wegen*die*klare*Vorschrift*verz&ouml;gert*wird.,b,Filler16_WP2_unrelated_2.jpg,Filler16_WP2_unrelated_1.jpg,Filler16_WP2_related_2.jpg,Filler16_WP2_related_1.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Jeder*Einwohner*bemerkt*die*Ver&auml;nderungen*in*Berlin
69,39,filler,SocStat,2,high,high,match,no,Seine*Gro&szlig;mutter*aus*M&uuml;nchen*backt*sehr*gerne,Ich*bef&uuml;rchte*dass*der*Kuchen*trotz*die*frische*F&uuml;llung*trocken*ist.,b,Filler3_WP2_related_2.jpg,Filler3_WP2_unrelated_2.jpg,Filler3_WP2_related_1.jpg,Filler3_WP2_unrelated_1.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Seine*Gro&szlig;mutter*aus*M&uuml;nchen*backt*sehr*gerne
59,19,filler,SocStat,1,high,high,match,yes,In*einer*R&ouml;sterei*arbeiten*macht*gro&szlig;e*Freude,Ich*finde*dass*der*Kaffee*wegen*der*alten*Milch*merkw&uuml;rdig*schmeckt.,a,Gemaecher-1.jpg,Kammern-2.jpg,Poette-1.jpg,Tassen-2.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,In*einer*R&ouml;sterei*arbeiten*macht*gro&szlig;e*Freude
39,39,critical,WP1,6,high,low,mismatch,no,Leger*verweilend*ersinnt*Sabine:,Ich*betreibe*jetzt*meine*Schlappen*in*der*Provinz.,f,Champagner-1.jpg,Antrag-1.jpg,Wisch-1.jpg,Schampus-1.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Leger*verweilend*ersinnt*Sabine:
67,34,filler,SocStat,2,high,high,match,no,Wir*sind*wegen*der*guten*M&ouml;glichkeiten*nach*Leipzig*gezogen,Ich*behaupte*dass*der*Reifen*trotz*die*kurze*Reparatur*gerettet*ist.,b,Filler16_WP2_unrelated_2.jpg,Filler16_WP2_unrelated_1.jpg,Filler16_WP2_related_2.jpg,Filler16_WP2_related_1.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Wir*sind*wegen*der*guten*M&ouml;glichkeiten*nach*Leipzig*gezogen
115,35,filler,WP2,9,high,low,mismatch,yes,Die*Aufsichtsbeh&ouml;rde*postulierte*die*glorreiche*Erkenntnis:,Der*Radprofi*marterte*den*Rennfahrer.,i,Filler3_WP2_related_2.jpg,Filler3_WP2_unrelated_2.jpg,Filler3_WP2_related_1.jpg,Filler3_WP2_unrelated_1.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Die*Aufsichtsbeh&ouml;rde*postulierte*die*glorreiche*Erkenntnis:
118,38,filler,WP2,10,high,low,mismatch,no,Die*Olle*postete*den*Kram:,Der*Gendarm*schnappte*den*R&auml;uber.,j,Gemaecher-1.jpg,Kammern-2.jpg,Poette-1.jpg,Tassen-2.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Die*Olle*postete*den*Kram:
34,34,critical,WP1,5,high,high,match,no,Unermesslich*wohlerzogen*frohlockt*Elisabeth:,Ich*trinke*sp&auml;ter*meine*B&uuml;cher*in*dem*Lokal.,e,Champagner-1.jpg,Antrag-1.jpg,Wisch-1.jpg,Schampus-1.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Unermesslich*wohlerzogen*frohlockt*Elisabeth:
65,32,filler,SocStat,2,high,high,match,no,F&uuml;r*die*Menschen*in*Schwahlheim*sind*die*abendlichen*Spazierg&auml;nge*am*See*ein*Genuss,Ich*wei&szlig;*dass*das*Ufer*wegen*die*gr&uuml;ne*Aussicht*idyllisch*wirkt.,b,Filler16_WP2_unrelated_2.jpg,Filler16_WP2_unrelated_1.jpg,Filler16_WP2_related_2.jpg,Filler16_WP2_related_1.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,F&uuml;r*die*Menschen*in*Schwahlheim*sind*die*abendlichen*Spazierg&auml;nge*am*See*ein*Genuss
103,23,filler,WP2,7,high,high,match,yes,Der*Dirigent*raunte*w&auml;hrend*der*Darbietung:,Der*Geiger*knuffte*den*S&auml;nger.,g,Filler3_WP2_related_2.jpg,Filler3_WP2_unrelated_2.jpg,Filler3_WP2_related_1.jpg,Filler3_WP2_unrelated_1.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Der*Dirigent*raunte*w&auml;hrend*der*Darbietung:
113,33,filler,WP2,9,high,low,mismatch,yes,Die*Repr&auml;sentanten*verifizierten*den*Eklat:,Der*S&auml;ufer*mobbte*den*Rowdy.,i,Gemaecher-1.jpg,Kammern-2.jpg,Poette-1.jpg,Tassen-2.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Die*Repr&auml;sentanten*verifizierten*den*Eklat:
40,40,critical,WP1,6,high,low,mismatch,no,Leger*verweilend*ersinnt*Sabine:,Ich*trage*jetzt*meine*Absteige*in*der*Villa.,f,Champagner-1.jpg,Antrag-1.jpg,Wisch-1.jpg,Schampus-1.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Leger*verweilend*ersinnt*Sabine:
107,27,filler,WP2,8,high,high,match,no,Die*Landratten*quatschten*mit*dem*Seeb&auml;ren:,Der*Kapit&auml;n*verkohlen*den*General.,h,Filler16_WP2_unrelated_2.jpg,Filler16_WP2_unrelated_1.jpg,Filler16_WP2_related_2.jpg,Filler16_WP2_related_1.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Die*Landratten*quatschten*mit*dem*Seeb&auml;ren:
109,29,filler,WP2,8,high,high,match,no,Die*Tratschtante*petzte*bei*der*Nachbarin:,Der*Nachtportier*zwicken*den*Landstreicher.,h,Filler3_WP2_related_2.jpg,Filler3_WP2_unrelated_2.jpg,Filler3_WP2_related_1.jpg,Filler3_WP2_unrelated_1.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Die*Tratschtante*petzte*bei*der*Nachbarin:
58,18,filler,SocStat,1,high,high,match,yes,Helga*arbeitet*seit*vielen*Jahren*als*Chefredakteurin,Ich*finde*dass*der*Artikel*wegen*der*kleinen*Vorf&auml;lle*deutlich*&uuml;bertreibt.,a,Gemaecher-1.jpg,Kammern-2.jpg,Poette-1.jpg,Tassen-2.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Helga*arbeitet*seit*vielen*Jahren*als*Chefredakteurin
27,27,critical,WP1,4,high,low,mismatch,yes,Meisterlich*begabt*stimuliert*Susanna:,Ich*schneidere*jetzt*meine*Fummel*bei*der*Schneiderin.,d,Champagner-1.jpg,Antrag-1.jpg,Wisch-1.jpg,Schampus-1.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Meisterlich*begabt*stimuliert*Susanna:
62,28,filler,SocStat,2,high,high,match,no,Peter*mag*an*Potsdam*die*vielen*Gr&uuml;nfl&auml;chen,Ich*mutma&szlig;e*dass*der*Park*wegen*die*schmale*Gr&ouml;&szlig;e*&uuml;bersichtlich*ist.,b,Filler16_WP2_unrelated_2.jpg,Filler16_WP2_unrelated_1.jpg,Filler16_WP2_related_2.jpg,Filler16_WP2_related_1.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Peter*mag*an*Potsdam*die*vielen*Gr&uuml;nfl&auml;chen
112,32,filler,WP2,9,high,low,mismatch,yes,Der*Professorenrat*debattierte*&uuml;ber*den*Zwist:,Der*Rektor*begaffen*den*Sch&uuml;ler.,i,Filler3_WP2_related_2.jpg,Filler3_WP2_unrelated_2.jpg,Filler3_WP2_related_1.jpg,Filler3_WP2_unrelated_1.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Der*Professorenrat*debattierte*&uuml;ber*den*Zwist:
66,33,filler,SocStat,2,high,high,match,no,"Er*wohnt*in*N&uuml;rnberg,*die*Stadt*der*Lebkuchen",Ich*wei&szlig;*dass*das*Rezept*trotz*die*richtige*Angabe*misslingt.,b,Gemaecher-1.jpg,Kammern-2.jpg,Poette-1.jpg,Tassen-2.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,"Er*wohnt*in*N&uuml;rnberg,*die*Stadt*der*Lebkuchen"
32,32,critical,WP1,5,high,high,match,no,Grandios*geschult*prophezeit*Klaus:,Ich*verschreibe*bald*meine*Pistole*auf*einem*Zettel.,e,Champagner-1.jpg,Antrag-1.jpg,Wisch-1.jpg,Schampus-1.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Grandios*geschult*prophezeit*Klaus:
55,15,filler,SocStat,1,high,high,match,yes,Charlotte*schreibt*freiberuflich*f&uuml;r*ein*Satiremagazin,Ich*ahne*dass*die*Stimmung*wegen*der*fiesen*Beleidigung*schlecht*ist.,a,Filler16_WP2_unrelated_2.jpg,Filler16_WP2_unrelated_1.jpg,Filler16_WP2_related_2.jpg,Filler16_WP2_related_1.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Charlotte*schreibt*freiberuflich*f&uuml;r*ein*Satiremagazin
37,37,critical,WP1,6,high,low,mismatch,no,Achtsam*wohlmeinend*verbalisiert*Norbert:,Ich*wasche*gleich*meine*Pl&uuml;rre*in*dem*Waschbecken.,f,Filler3_WP2_related_2.jpg,Filler3_WP2_unrelated_2.jpg,Filler3_WP2_related_1.jpg,Filler3_WP2_unrelated_1.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Achtsam*wohlmeinend*verbalisiert*Norbert:
61,24,filler,SocStat,2,high,high,match,no,Max*aus*Bremen*ist*ein*richtiger*B&uuml;cherwurm,Ich*behaupte*dass*das*Lesen*wegen*die*neue*Brille*leichter*f&auml;llt.,b,Gemaecher-1.jpg,Kammern-2.jpg,Poette-1.jpg,Tassen-2.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Max*aus*Bremen*ist*ein*richtiger*B&uuml;cherwurm
36,36,critical,WP1,6,high,low,mismatch,no,Effizient*autonom*deklariert*Vera:,Ich*montiere*sp&auml;ter*meine*Glubscher*an*die*Zimmerdecke.,f,Champagner-1.jpg,Antrag-1.jpg,Wisch-1.jpg,Schampus-1.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Effizient*autonom*deklariert*Vera:
104,24,filler,WP2,7,high,high,match,yes,Die*Hausherren*priesen*die*Novit&auml;t:,Der*G&auml;rtner*bet&ouml;ren*den*Pf&ouml;rtner.,g,Filler16_WP2_unrelated_2.jpg,Filler16_WP2_unrelated_1.jpg,Filler16_WP2_related_2.jpg,Filler16_WP2_related_1.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Die*Hausherren*priesen*die*Novit&auml;t:
35,35,critical,WP1,5,high,high,match,no,Effizient*autonom*deklariert*Vera:,Ich*schminke*sp&auml;ter*meine*Lampe*vor*dem*Schminktisch.,e,Filler3_WP2_related_2.jpg,Filler3_WP2_unrelated_2.jpg,Filler3_WP2_related_1.jpg,Filler3_WP2_unrelated_1.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Effizient*autonom*deklariert*Vera:
57,17,filler,SocStat,1,high,high,match,yes,Meine*Kollegin*schimpft*st&auml;ndig*&uuml;ber*den*Erzieherberuf.,Ich*vermute*dass*die*Aktion*wegen*der*vollen*Kita*zugelassen*ist.,a,Gemaecher-1.jpg,Kammern-2.jpg,Poette-1.jpg,Tassen-2.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Meine*Kollegin*schimpft*st&auml;ndig*&uuml;ber*den*Erzieherberuf.
120,40,filler,WP2,10,high,low,mismatch,no,Die*Buddies*knirschten*angefressen:,Der*Barkeeper*r&uuml;gte*den*Weinkenner.,j,Champagner-1.jpg,Antrag-1.jpg,Wisch-1.jpg,Schampus-1.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Die*Buddies*knirschten*angefressen:
70,40,filler,SocStat,2,high,high,match,no,In*Ihrer*neuen*Heimt*Kassel*ist*viel*Platz*f&uuml;r*ein*Beet.,Ich*bef&uuml;rchte*dass*der*Garten*trotz*die*&uuml;ppige*Pflege*zuwachsen*wird.,b,Filler16_WP2_unrelated_2.jpg,Filler16_WP2_unrelated_1.jpg,Filler16_WP2_related_2.jpg,Filler16_WP2_related_1.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,In*Ihrer*neuen*Heimt*Kassel*ist*viel*Platz*f&uuml;r*ein*Beet.
25,25,critical,WP1,3,high,high,match,yes,Unerh&ouml;rt*wohlhabend*&auml;u&szlig;ert*Heike:,Ich*pedik&uuml;re*bald*meine*F&uuml;&szlig;e*bei*der*Nageltechnikerin.,c,Filler3_WP2_related_2.jpg,Filler3_WP2_unrelated_2.jpg,Filler3_WP2_related_1.jpg,Filler3_WP2_unrelated_1.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Unerh&ouml;rt*wohlhabend*&auml;u&szlig;ert*Heike:
111,31,filler,WP2,9,high,low,mismatch,yes,Die*Zuschauer*schnackten*in*der*Pause:,Der*Bengel*karikierte*den*Flegel.,i,Gemaecher-1.jpg,Kammern-2.jpg,Poette-1.jpg,Tassen-2.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Die*Zuschauer*schnackten*in*der*Pause:
63,29,filler,SocStat,2,high,high,match,no,Maurice*f&auml;hrt*regelm&auml;&szlig;ig*zur&uuml;ck*nach*Halle*zu*seiner*Familie.,Ich*ahne*dass*der*Ausflug*wegen*die*sp&auml;te*Anmeldung*ausfallen*muss.,b,Champagner-1.jpg,Antrag-1.jpg,Wisch-1.jpg,Schampus-1.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Maurice*f&auml;hrt*regelm&auml;&szlig;ig*zur&uuml;ck*nach*Halle*zu*seiner*Familie.
52,12,filler,SocStat,1,high,high,match,yes,Marc*muss*als*Berufsmusiker*stets*flexibel*sein,Ich*bin*&uuml;berzeugt*dass*die*Veranstaltung*wegen*der*lauten*St&ouml;rung*l&auml;nger*dauert.,a,Filler16_WP2_unrelated_2.jpg,Filler16_WP2_unrelated_1.jpg,Filler16_WP2_related_2.jpg,Filler16_WP2_related_1.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Marc*muss*als*Berufsmusiker*stets*flexibel*sein
23,23,critical,WP1,3,high,high,match,yes,Beflissen*arbeitend*k&uuml;ndet*Lars:,Ich*k&auml;mme*gleich*meine*Haare*bei*dem*Coiffeur.,c,Filler3_WP2_related_2.jpg,Filler3_WP2_unrelated_2.jpg,Filler3_WP2_related_1.jpg,Filler3_WP2_unrelated_1.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Beflissen*arbeitend*k&uuml;ndet*Lars:
114,34,filler,WP2,9,high,low,mismatch,yes,Der*Bevollm&auml;chtigte*dokumentierte*die*Furore:,Der*Raufbold*pr&uuml;geln*den*H&auml;ftling.,i,Gemaecher-1.jpg,Kammern-2.jpg,Poette-1.jpg,Tassen-2.jpg,Welches Bild passt am besten zu dem vorherigen Satz?,Der*Bevollm&auml;chtigte*dokumentierte*die*Furore:
